I, [2016-10-27T17:36:31.238180 #15720]  INFO -- : Started GET "/locations/visited_locations" for 127.0.0.1 at 2016-10-27 17:36:31 -0700
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:29:42.406094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:29:42.407094 #10812] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:29:42.408094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:29:42.408094 #10812] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:29:42.408094 #10812] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:29:42.408094 #10812] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:29:42.408094 #10812] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:29:42.408094 #10812] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:29:42.408094 #10812] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:29:42.408094 #10812] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:29:46.010010 #10812]  INFO -- : Started GET "/locations/new" for 127.0.0.1 at 2016-10-27 21:29:46 -0700
I, [2016-10-27T21:29:46.011014 #10812]  INFO -- : Processing by LocationsController#new as HTML
I, [2016-10-27T21:29:46.050039 #10812]  INFO -- :   Rendering locations/new.html.haml within layouts/application
I, [2016-10-27T21:29:46.057043 #10812]  INFO -- :   Rendered locations/new.html.haml within layouts/application (7.0ms)
I, [2016-10-27T21:29:46.059045 #10812]  INFO -- : Completed 200 OK in 48ms (Views: 35.0ms | ActiveRecord: 0.0ms)
I, [2016-10-27T21:35:23.492230 #14956]  INFO -- : Started GET "/assets/rails.png" for 127.0.0.1 at 2016-10-27 21:35:23 -0700
I, [2016-10-27T21:35:25.934118 #14956]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 21:35:25 -0700
F, [2016-10-27T21:35:26.223402 #14956] FATAL -- :   
F, [2016-10-27T21:35:26.224403 #14956] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- :   
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:35:26.226399 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:35:26.227388 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:35:26.228387 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:35:26.342011 #14956]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 21:35:26 -0700
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- :   
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- :   
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:35:26.343025 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:35:26.344026 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:35:26.345027 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:36:04.723331 #14956]  INFO -- : Started GET "/convex_hull" for 127.0.0.1 at 2016-10-27 21:36:04 -0700
F, [2016-10-27T21:36:04.724333 #14956] FATAL -- :   
F, [2016-10-27T21:36:04.724333 #14956] FATAL -- : ActionController::RoutingError (No route matches [GET] "/convex_hull"):
F, [2016-10-27T21:36:04.724333 #14956] FATAL -- :   
F, [2016-10-27T21:36:04.724333 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-27T21:36:04.724333 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:36:04.724333 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:36:04.724333 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:36:04.724333 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:36:04.725331 #14956] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:36:26.687208 #14956]  INFO -- : Started GET "/locations/convex_hull" for 127.0.0.1 at 2016-10-27 21:36:26 -0700
I, [2016-10-27T21:36:26.688208 #14956]  INFO -- : Processing by LocationsController#convex_hull as HTML
I, [2016-10-27T21:36:26.767944 #14956]  INFO -- : Completed 500 Internal Server Error in 80ms (ActiveRecord: 0.0ms)
F, [2016-10-27T21:36:26.767944 #14956] FATAL -- :   
F, [2016-10-27T21:36:26.768932 #14956] FATAL -- : NoMethodError (undefined method `latitude' for nil:NilClass):
F, [2016-10-27T21:36:26.768932 #14956] FATAL -- :   
F, [2016-10-27T21:36:26.768932 #14956] FATAL -- : app/models/location.rb:79:in `distance'
F, [2016-10-27T21:36:26.768932 #14956] FATAL -- : app/models/location.rb:44:in `farthest_distance'
F, [2016-10-27T21:36:26.768932 #14956] FATAL -- : app/models/location.rb:24:in `get_farthest_distance'
F, [2016-10-27T21:36:26.768932 #14956] FATAL -- : app/controllers/locations_controller.rb:86:in `convex_hull'
I, [2016-10-27T21:36:28.634138 #14956]  INFO -- : Started GET "/locations/convex_hull" for 127.0.0.1 at 2016-10-27 21:36:28 -0700
I, [2016-10-27T21:36:28.635139 #14956]  INFO -- : Processing by LocationsController#convex_hull as HTML
I, [2016-10-27T21:36:28.643163 #14956]  INFO -- : Completed 500 Internal Server Error in 8ms (ActiveRecord: 0.0ms)
F, [2016-10-27T21:36:28.644149 #14956] FATAL -- :   
F, [2016-10-27T21:36:28.644149 #14956] FATAL -- : NoMethodError (undefined method `latitude' for nil:NilClass):
F, [2016-10-27T21:36:28.644149 #14956] FATAL -- :   
F, [2016-10-27T21:36:28.644149 #14956] FATAL -- : app/models/location.rb:79:in `distance'
F, [2016-10-27T21:36:28.644149 #14956] FATAL -- : app/models/location.rb:44:in `farthest_distance'
F, [2016-10-27T21:36:28.644149 #14956] FATAL -- : app/models/location.rb:24:in `get_farthest_distance'
F, [2016-10-27T21:36:28.645146 #14956] FATAL -- : app/controllers/locations_controller.rb:86:in `convex_hull'
I, [2016-10-28T18:02:06.259729 #13080]  INFO -- : Started GET "/assets/rails.png" for 127.0.0.1 at 2016-10-28 18:02:06 -0700
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- :   
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : ActionController::RoutingError (No route matches [GET] "/assets/rails.png"):
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- :   
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-28T18:02:06.261730 #13080] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-28T18:02:06.262731 #13080] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-28T18:02:13.234731 #13080]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-28 18:02:13 -0700
I, [2016-10-28T18:02:13.235731 #13080]  INFO -- : Processing by LocationsController#index as HTML
I, [2016-10-28T18:02:13.436371 #13080]  INFO -- :   Rendering locations/index.html.haml within layouts/application
I, [2016-10-28T18:02:13.444389 #13080]  INFO -- :   Rendered locations/index.html.haml within layouts/application (8.0ms)
I, [2016-10-28T18:02:13.451393 #13080]  INFO -- : Completed 200 OK in 216ms (Views: 40.9ms | ActiveRecord: 0.0ms)
I, [2016-10-28T18:02:13.532081 #13080]  INFO -- : Started GET "/assets/maps/locations.js" for 127.0.0.1 at 2016-10-28 18:02:13 -0700
F, [2016-10-28T18:02:13.533094 #13080] FATAL -- :   
F, [2016-10-28T18:02:13.533094 #13080] FATAL -- : ActionController::RoutingError (No route matches [GET] "/assets/maps/locations.js"):
F, [2016-10-28T18:02:13.533094 #13080] FATAL -- :   
F, [2016-10-28T18:02:13.533094 #13080] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-28T18:02:13.533094 #13080] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
